timestamp,refrigerator,air_conditioner,washing_machine,microwave,television,lighting,water_heater,computer,total_power,system_on,power_state,refrigerator_on,air_conditioner_on,washing_machine_on,microwave_on,television_on,lighting_on,water_heater_on,computer_on,hour,day_of_week,is_weekend,total_power_mean_5,total_power_std_5,total_power_max_5,total_power_min_5,total_power_mean_10,total_power_std_10,total_power_max_10,total_power_min_10,total_power_mean_30,total_power_std_30,total_power_max_30,total_power_min_30,power_diff,power_diff2
2024-01-01 00:00:00,154.96714153011231,0.0,0.0,0.0,5.0,32.60162813026294,0.0,2.0,296.45571785395305,1,0,1,0,0,0,0,1,0,0,0,0,0,332.4973018783709,88.44741285900851,489.84316578640346,278.3002737270293,332.007194199403,82.44099744865036,489.84316578640346,276.5984505606184,299.20455672590776,52.501716812505414,489.84316578640346,263.23053932531,-2.310646841439052,11.907856840879617
2024-01-01 00:01:00,148.61735698828815,0.0,0.0,0.0,5.0,30.290588062895523,0.0,2.0,294.145071012514,1,0,1,0,0,0,0,1,0,0,0,0,0,332.4973018783709,88.44741285900851,489.84316578640346,278.3002737270293,332.007194199403,82.44099744865036,489.84316578640346,276.5984505606184,299.20455672590776,52.501716812505414,489.84316578640346,263.23053932531,-2.310646841439052,11.907856840879617
2024-01-01 00:02:00,156.47688538100692,0.0,0.0,0.0,5.0,32.182554585863656,0.0,2.0,303.74228101195456,1,1,1,0,0,0,0,1,0,0,0,0,0,332.4973018783709,88.44741285900851,489.84316578640346,278.3002737270293,332.007194199403,82.44099744865036,489.84316578640346,276.5984505606184,299.20455672590776,52.501716812505414,489.84316578640346,263.23053932531,9.597209999440565,11.907856840879617
2024-01-01 00:03:00,165.23029856408024,0.0,0.0,0.0,199.3069759273431,31.69398757860482,0.0,2.0,489.84316578640346,1,1,1,0,0,0,1,1,0,0,0,0,0,370.05259905802285,107.19638788483392,489.84316578640346,278.3002737270293,332.007194199403,82.44099744865036,489.84316578640346,276.5984505606184,299.20455672590776,52.501716812505414,489.84316578640346,263.23053932531,186.1008847744489,176.50367477500834
2024-01-01 00:04:00,147.65846625276663,0.0,0.0,0.0,5.0,24.56637434993874,0.0,2.0,278.3002737270293,1,0,1,0,0,0,0,1,0,0,0,0,0,371.91321817716045,105.61859494505883,489.84316578640346,278.3002737270293,332.007194199403,82.44099744865036,489.84316578640346,276.5984505606184,299.20455672590776,52.501716812505414,489.84316578640346,263.23053932531,-211.54289205937414,-397.64377683382304
2024-01-01 00:05:00,147.6586304305082,0.0,0.0,0.0,204.45956325867573,26.588398257414084,0.0,2.0,484.2322037522131,1,1,1,0,0,0,1,1,0,0,0,0,0,373.01608513271384,104.7540476113221,489.84316578640346,278.3002737270293,332.007194199403,82.44099744865036,489.84316578640346,276.5984505606184,299.20455672590776,52.501716812505414,489.84316578640346,263.23053932531,205.93193002518376,417.4748220845579
2024-01-01 00:06:00,165.79212815507393,0.0,0.0,0.0,5.0,22.740862688488626,0.0,2.0,303.4481666082019,1,1,1,0,0,0,0,1,0,0,0,0,0,331.8574511537173,86.15374987422419,484.2322037522131,278.3002737270293,329.2995214752824,84.16500463131038,489.84316578640346,269.37899061274703,299.20455672590776,52.501716812505414,489.84316578640346,263.23053932531,-180.78403714401117,-386.7159671691949
2024-01-01 00:07:00,157.6743472915291,0.0,0.0,0.0,5.0,37.16756712652032,0.0,2.0,309.2566157897214,1,1,1,0,0,0,0,1,0,0,0,0,0,331.5170865204351,86.4211795825797,484.2322037522131,276.5984505606184,327.34462597146154,85.29174967463993,489.84316578640346,269.37899061274703,299.20455672590776,52.501716812505414,489.84316578640346,263.23053932531,5.8084491815195065,186.59248632553067
2024-01-01 00:08:00,145.30525614065047,0.0,0.0,0.0,5.0,29.984335725005124,0.0,2.0,284.04999589142074,1,0,1,0,0,0,0,1,0,0,0,0,0,288.5464438925419,17.185287417037397,309.2566157897214,269.37899061274703,327.16321971044414,85.34943667515599,489.84316578640346,269.37899061274703,299.20455672590776,52.501716812505414,489.84316578640346,263.23053932531,-25.206619898300687,-31.015069079820194
2024-01-01 00:09:00,155.42560043585965,0.0,0.0,0.0,5.0,31.69027463917763,0.0,2.0,276.5984505606184,1,0,1,0,0,0,0,1,0,0,0,0,0,282.77603376576263,15.711449315709695,309.2566157897214,269.37899061274703,305.2992676009492,64.50419644355986,484.2322037522131,269.37899061274703,299.20455672590776,52.501716812505414,489.84316578640346,263.23053932531,-7.4515453308023325,17.755074567498355
2024-01-01 00:10:00,145.36582307187538,0.0,0.0,0.0,5.0,29.984641165684636,0.0,2.0,269.37899061274703,1,0,1,0,0,0,0,1,0,0,0,0,0,281.3103542881745,12.671251208442959,301.92821840178095,269.37899061274703,303.79229416077726,65.37519472543424,484.2322037522131,263.23053932531,299.20455672590776,52.501716812505414,489.84316578640346,263.23053932531,-7.219459947871371,0.23208538293096126
